,textOriginal,cluster
1341,"Hello, i am from Indonesia. I have been watching your video's. Never get me bored. I am going to check the apps and webs as you have written in this content. Thank you very much, Marina",1
1342,"Did anyone noticed 14,88€? Wtf",3
1343,Are you ready to put your English to work? :),1
1344,Me toffee and brinjal 😅,3
1345,that was easy,3
1346,Felix and bang chan entered the chat,3
1350,Heyyy I'm starting marathon see u one mont letter😅,1
1351,Can you help me to make GPT account,1
1352,"Hello Marina, Thank you for sharing this insightful video.",1
1353,How make GPT account i need to help,1
1354,Oh my god this is so difficult lm so scare of the test 😢,1
1355,Ouh grammar go to hell...😂,3
1356,Only me who said trash bin👀,3
1358,I’m from Ireland but we speak a bit of both,4
1360,"Hey, I'm from India 🇮🇳",4
1361,please,3
1362,Me: No eggplant that is a co*k,2
1363,are you help me,1
1364,I am from Azerbaijan I do not speak English language but I want that I learn English language,1
1365,"It's no longer a story that the world is experiencing a global economic downturn, I'm so happy that I've been receiving $64,000 from my $15,000 investment every 14 days.",1
1366,Is it weird that I’m British but I got more American answers,4
1367,"As always it’s informative , thanks Marina! 😊
Perfection = Marina ❤️",1
1368,"I did not even no the las t 1 😅🤣
👇🏻get it to 1 k likes pls",3
1369,"Ms Marina❤ thanks a lot for your recommendations, love you!",1
1370,"Americans or Britishers
I don't mind 
But why are you people confusing the whole world 😭😭😭😭😭",4
1372,I from.Bangladesh ❤❤❤,4
1373,Really admire your honesty despite the nature of your business!!! I like your openness to trying new things. Congratulations on your new channels' success👍👍👍,1
1375,As question we can dowlnload it from play store???,1
1378,i am on a taxi. she means on the roof of the car to take picture. Still a correct sentence.,3
1379,"Dear Marina,I just wanted to say a big thank you for your amazing YouTube content that has helped me improve my English so much! 🙌📚 Your videos are awesome, and I'm truly grateful for all the valuable lessons and tips you share. Keep up the fantastic work! 💓👏🌟",1
1380,In nigeria we say DICK to aubergine,3
1381,"Minute 26:09 incorrect actually. 
You can't use a future tense by a IF clause . the right answer should be ""IF you follow me, I will show you your seats"".",3
1382,Thank you Marina for your all english videos🎉,1
1383,"Hi, i'm a beginner learner, and i had listened for yours videos, an i think that the AI its the good thing, but it's not the best. i write this comment, now, for granfully ti your job. Your videos are very helfully for my.",1
1385,"I zoom Donkey noting Damn Jung BOX.

 Pot filled Boil waves,  Brand crushing fade forks, fronting Cream drops tracking sharp chords.... brushed in hid ink 

White Theme load feat black thred...Boost summer left Bare night covered by LEP folk Streams.

Winter fall spring written on Blue pages, PEP doers cracked fog rope, green seeds borned, fried Rose thorns worn Mass Fingers Lock.

X DOC carried DUST AGE, MONTH scrolled through Rotten will hairy to match Calendar....Work bullet freaked til Half Wage paid for Handy Minst Gum,QUIZZ  Chunk Chilled...Verbs Costs.

NON DAY MAY ride Quote knotted Whelm  ""Fly ""Chin. 

Less AIR MODDED, WHASS CES More Trip tweets casted LYPSYN MAY IN DOOR  WeenBee ( Bee Halloween)HOSTED???

Lindsay Wallet BOOK READING FLAT JOURNEYS Salary.",0
1386,Am messed up I guess I said truck! Candy! Cookie! Sweater/jumper! And last its defo aubergine!,0
1387,"Me first : BRINGAL 

me second time : 











What the fuckkkk😡",3
1389,You are such an amzing teachers you never fail to give us the best information...you leave no stone unturned!! Hats off to you Marina!! We all love you❤,1
1390,Congratulations,1
1392,"AI will change everything actually it’s changing, but I see only advantages. It helped me to prepare for my final exams and it was so good. Marina thanks for this informative video❤",1
1393,"American: Eggplant
British: Aubergine
Chinese: Cheese",2
1395,Hello mam I love you very much🥰Take love from Bangladesh🫰,1
1396,The AI-generated thumbnails and logos look fantastic! 'Mid Journey' seems like a must-try tool for anyone looking to create eye-catching visuals.,1
1397,Aapko English perfect Nenu 10th class English perfect perfect,3
1398,We need to learn English or other languages if we want to freely communicate with the native speakers. Just imagine how boring communicating our own thoughts will get when we will be using AI for translating our every single idea. 😢,1
1400,"I'm all ears to watch your video in 2023, you're inspire me.",1
1401,thanks for giving me idea to earn😇,1
1402,"Maria, I need your heart RN",3
1403,Could you make a video speaking in Spanish (with AI) 🤓🤓👍✔️💯,1
1404,"hii mam 
i  want you teel you that plz make a video  on proper english like how foreginers speak so that we can come to know that whats the real prounciation and how to speak fastly the words",1
1406,Yayyy!!! Finally you uploaded a video on this channel. I had been waiting for so long for your new video. Lots of love from India! 😊♥️🇮🇳,1
1408,You are sharing so many secrets dear 🎉 thanks for this,1
1409,"I have been followed Lingumarina for 3 years.
I have been followed Lingumarina since I was 15.",1
1412,Me uses it as a meme 🗿,3
1413,"2 = american
2 = british

















Final 1 = indian


😂",4
1417,Marina is the best❤❤,3
1418,"Wow I have been learning English since I was five
Please don't use AI in votes. Your natural voice and unprofessional American accent are better than any AI and any professional accent ❤❤❤",4
1423,Literally amazing❤,3
1426,Some day my comment will go viral 😊,3
1429,That's literally Amazing that AI has been a top source of income 🎉,3
1431,me her talking gher last one 🍆 me OH NO YOU DONT GONNA SAY THAT LOOKS LIKE PI-,3
1435,I'm first 😮,3
1436,Do you think it's still essential to learn English in today's world?,1
1438,Im 100°/. American (im italian lol ),4
1440,"Hi, Marina!
Thank you so much for your amazing video. This is really boost my confidence in learning English. 
Thank you for helping us and for sharing your tips that grow us.",1
1441,In arabic  we call it  حفاظه ‌😭😭😭😂,3
1442,I think we say brinjol,3
1443,Iran and ai speak British English,4
1444,As an Aussie no one actually says Togs for Swimwear 😭,3
1445,How much of your book,1
1446,wow american english,4
1447,That was so helpful. Your way of teaching is attractive because through them I'm learning incremental words per day. Thank you very much.,1
1449,I wanna learn English for job and research .,1
1450,As an Aussie I have neevr knew we colled undies jocks lol or call swimsuits togs,3
1452,In the UK we always keep to the left! crazy to know how every culture has so many small differences! makes sense of course,4
1453,"American eggplant
British. Aubergine
But I say brinjal",2
1454,Im italian but when i speak inglesh i say in american,4
1455,"What If it's a thank you for a wish
Like happy birthday or a compliment like you look gorgeous?",3
1456,I am from India I speake British English,4
1457,"American: Eggplant
British: aubergine

Me: Баклажан (Russian)
I really forgot how it's called correctly 😭😭😭🫡",2
1458,Perfect,3
1460,No A. A. Ron huh?,3
1461,Link to download pdf of the verbal phrases is not working,1
1462,"Brinjal , indian English",3
1463,Bike left the chat,3
1464,❤ American English ❤,4
1465,"American: eggplant
British:fhhfbfhdxh

Me: dick",2
1466,First 3 were also how Indians say..😄,3
1467,"Hello, 
I have been following Linguamarina for 8 months.
I have been following Linguamarina since 2023.",1
1468,"Hey, thankyou so much...Really helpful content",1
1470,South Africa be like cucumber 😅,0
1471,"First it felt a little awkward listening to myself in a quiet room, but actually it was a very helpful video!! :)",1
1472,"bill: us
note: uk
me: cash",4
1474,"Hello Marina, I'm a camerounian and i'm listening your video from Ivory Coast. I love the way you use to explain us the basic english. You make me increase my level in this language.",1
1476,"you said that to and for both are used to express a reason, then how we differentiate that this reason demands to use for or to",3
1479,for eggplant i confidently said dick💀💀,2
1481,As a British person myself chocolate chip cookies are called cookies but others are biscuits,0
1482,"Thank you!!! I really loved your video about the accents :) now I see that I pronounce some of the words in the American matter, while others I say like British people do. You motivated me to learn more about the accents and use them in a better way 🎉 thanks a lot!!!",1
1483,"One big issue i have with this is you call the british ""people."" They are many things but people isnt one of them",4
1484,American english,4
1485,Wow! What app is it ?,1
1486,your accent is simply understandable and clear ❤️,4
1487,"You can still hear your Russian accent very well, which is actually just really nice. Don't try to pretend to be born as an American as your accent just tells a nice story about who you are and where you are from. You can be proud :)!",4
